total_return,final_value,mdd,sharpe,buys,sells,trades,time_in_market,days_in_market,short_ma,long_ma
415.84830550312546,257924.15275156274,-53.88761207511384,0.6039633759611676,57,58,115,69.99602069239953,1759,1,97
423.23991087147374,261619.9554357369,-53.88761207511382,0.6072808763335779,59,60,119,70.27457222443296,1766,1,98
542.5648443445783,321282.42217228917,-48.9553047109584,0.6574200930999446,57,58,115,70.15519299641862,1763,1,99
442.74302948824464,271371.51474412234,-52.75102167820609,0.6163087162020927,57,58,115,70.27457222443296,1766,1,100
389.9246035863668,244962.3017931834,-53.30823988665758,0.5920761212965698,58,59,117,70.3541583764425,1768,1,101
338.80998608562817,219404.99304281408,-54.47814532770725,0.5658334321855109,58,59,117,70.43374452845205,1770,1,102
471.1607209999379,285580.3604999689,-54.47814532770725,0.6293525385057077,57,58,115,70.39395145244728,1769,1,103
500.79315561643904,300396.57780821953,-54.47814532770725,0.6398893671320877,56,57,113,70.59291683247115,1774,1,104
471.26772960808916,285633.8648040446,-58.574531463224524,0.6273858489971317,54,55,109,70.6725029844807,1776,1,105
501.53677922426976,300768.3896121349,-57.93687345292546,0.6394359056354028,55,55,110,70.75208913649024,1778,1,106
531.8279331591094,315913.9665795547,-57.93687345292546,0.650844640533139,54,54,108,70.75208913649024,1778,1,107
563.296273695412,331648.136847706,-58.50746119892833,0.6617422239927572,55,55,110,70.87146836450458,1781,1,108
658.1826334147821,379091.31670739106,-56.1848744387343,0.691725448224975,53,53,106,71.11022682053323,1787,1,109
609.4191390076979,354709.56950384896,-56.1848744387343,0.6757674525042431,52,52,104,71.18981297254278,1789,1,110
617.0896787263806,358544.8393631903,-54.25233309512754,0.6780882929376245,52,52,104,71.34898527656188,1793,1,111
607.6208285294068,353810.4142647034,-53.27472322741256,0.6747755670994026,50,50,100,71.42857142857143,1795,1,112
502.8699309479034,301434.9654739517,-54.89009604418945,0.6372907306189289,53,53,106,71.42857142857143,1795,1,113
590.0021373146174,345001.06865730864,-55.3819510895999,0.6685114861535297,53,53,106,71.4683645045762,1796,1,114
542.6773015728187,321338.65078640933,-55.3819510895999,0.6517201236366338,53,53,106,71.54795065658575,1798,1,115
555.5883949015988,327794.1974507994,-55.3819510895999,0.6563460252444588,52,52,104,71.54795065658575,1798,1,116
537.3228282426368,318661.4141213184,-55.3819510895999,0.6498083186958898,52,52,104,71.50815758058098,1797,1,117
562.1754714151286,331087.73570756434,-53.51877316064564,0.6586517934037414,52,52,104,71.58774373259052,1799,1,118
686.1216630042139,393060.831502107,-54.57098162909036,0.6979906404430964,50,50,100,71.62753680859531,1800,1,119
674.9126630532652,387456.3315266326,-54.57098162909036,0.6939883261953096,49,49,98,71.74691603660963,1803,1,120
650.0905116473813,375045.2558236907,-56.5471072909299,0.6861558729268249,47,47,94,71.7867091126144,1804,1,121
648.4234677013176,374211.7338506588,-56.5471072909299,0.6861568382342047,46,46,92,71.70712296060485,1802,1,122
569.0242927086271,334512.14635431353,-56.547107290929965,0.6598271315185154,47,47,94,71.7867091126144,1804,1,123
742.9236522699023,421461.82613495114,-53.767372490879126,0.7128182310012363,44,44,88,71.90608834062873,1807,1,124
792.633403850727,446316.70192536345,-53.41438725599124,0.7260183434079124,43,43,86,71.98567449263828,1809,1,125
815.3763182621226,457688.1591310613,-53.41438725599117,0.7315525720613283,43,43,86,72.02546756864305,1810,1,126
744.945635351416,422472.817675708,-54.11422917778075,0.7133847641339561,44,44,88,72.02546756864305,1810,1,127
715.1100720534023,407555.03602670116,-54.22850216200552,0.7046350433908942,43,43,86,72.1050537206526,1812,1,128
845.0676000335777,472533.8000167889,-54.22850216200553,0.7384337434990578,43,43,86,72.18463987266216,1814,1,129
831.9468438340468,465973.4219170234,-54.551513336844415,0.7352271350168239,42,42,84,72.14484679665738,1813,1,130
983.7285985957097,541864.2992978549,-49.91400982359473,0.768533421348267,40,40,80,72.22443294866693,1815,1,131
1068.4119624336895,584205.9812168448,-49.91400982359473,0.7855660985744171,40,40,80,72.22443294866693,1815,1,132
1017.3914067669036,558695.7033834518,-49.91400982359473,0.7750794145791964,42,42,84,72.42339832869081,1820,1,133
440.00730492461076,270003.6524623054,-45.8623444074266,0.6162366088395365,40,40,80,59.9283724631914,1506,1,134
417.03870740065383,258519.35370032693,-49.18798032714542,0.6047009576708138,40,40,80,60.04775169120573,1509,1,135
386.94141158078867,243470.70579039434,-53.507139424265624,0.590314899817329,41,41,82,60.04775169120573,1509,1,136
329.8113073201568,214905.65366007842,-56.29176815688709,0.5602274768069339,43,43,86,60.246717071229604,1514,1,137
372.691039834154,236345.519917077,-54.23494503499874,0.5824864902416393,42,42,84,60.366096299243935,1517,1,138
376.44031447479864,238220.15723739934,-55.148097141665154,0.5841008904949411,41,41,82,60.48547552725826,1520,1,139
397.7752815722938,248887.6407861469,-55.148097141665154,0.5943770420311187,40,40,80,60.52526860326303,1521,1,140
369.4992484410728,234749.62422053638,-48.987358445293,0.5821835086081291,39,39,78,59.490648627138874,1495,1,141
405.97020016989893,252985.10008494946,-48.987358445293,0.5998293138293183,40,40,80,59.53044170314365,1496,1,142
414.72911170890023,257364.55585445013,-48.987358445293,0.6039253840193564,37,37,74,59.64982093115798,1499,1,143
